op,key,latency_ms,stale,version
read,key0014,22.00,false,0
read,key0008,22.00,false,0
read,key0008,22.00,false,0
read,key0019,22.00,false,0
read,key0007,22.00,false,0
read,key0005,22.00,false,0
read,key0015,7.00,false,0
read,key0005,7.00,false,0
read,key0013,8.00,false,0
read,key0019,8.00,false,0
read,key0019,8.00,false,0
read,key0009,11.00,false,0
read,key0004,5.00,false,0
read,key0001,4.00,false,0
read,key0007,4.00,false,0
read,key0000,2.00,false,0
read,key0012,6.00,false,0
read,key0003,3.00,false,0
read,key0017,2.00,false,0
read,key0016,3.00,false,0
read,key0008,3.00,false,0
read,key0002,2.00,false,0
read,key0016,3.00,false,0
read,key0012,4.00,false,0
read,key0002,3.00,false,0
read,key0018,5.00,false,0
read,key0009,2.00,false,0
read,key0019,2.00,false,0
read,key0017,5.00,false,0
read,key0018,11.00,false,0
read,key0000,8.00,false,0
read,key0012,6.00,false,0
read,key0005,5.00,false,0
read,key0019,4.00,false,0
read,key0017,4.00,false,0
read,key0019,6.00,false,0
read,key0009,3.00,false,0
read,key0012,3.00,false,0
read,key0015,2.00,false,0
read,key0000,3.00,false,0
read,key0005,2.00,false,0
read,key0000,1.00,false,0
read,key0018,2.00,false,0
read,key0012,1.00,false,0
read,key0004,2.00,false,0
read,key0002,1.00,false,0
read,key0015,1.00,false,0
read,key0012,3.00,false,0
read,key0004,3.00,false,0
read,key0018,3.00,false,0
read,key0001,3.00,false,0
read,key0006,3.00,false,0
read,key0017,2.00,false,0
read,key0011,2.00,false,0
read,key0008,2.00,false,0
read,key0001,4.00,false,0
read,key0002,4.00,false,0
read,key0017,9.00,false,0
read,key0007,10.00,false,0
read,key0001,10.00,false,0
read,key0002,10.00,false,0
read,key0002,11.00,false,0
read,key0011,2.00,false,0
read,key0018,5.00,false,0
read,key0013,5.00,false,0
read,key0004,6.00,false,0
read,key0012,9.00,false,0
read,key0008,116.00,false,0
read,key0009,85.00,false,0
read,key0017,116.00,false,0
read,key0001,116.00,false,0
read,key0018,1.00,false,0
read,key0017,1.00,false,0
read,key0015,118.00,false,0
read,key0005,2.00,false,0
read,key0014,1.00,false,0
read,key0002,1.00,false,0
read,key0011,1.00,false,0
read,key0008,1.00,false,0
read,key0013,1.00,false,0
read,key0019,1.00,false,0
read,key0017,1.00,false,0
read,key0019,1.00,false,0
read,key0016,1.00,false,0
read,key0008,1.00,false,0
read,key0005,1.00,false,0
read,key0017,1.00,false,0
read,key0016,57.00,false,0
read,key0004,57.00,false,0
read,key0005,1.00,false,0
read,key0001,1.00,false,0
read,key0019,1.00,false,0
read,key0012,1.00,false,0
read,key0013,1.00,false,0
read,key0016,60.00,false,0
read,key0002,57.00,false,0
read,key0008,66.00,false,0
read,key0002,1.00,false,0
read,key0016,1.00,false,0
read,key0015,1.00,false,0
read,key0018,1.00,false,0
read,key0010,0.00,false,0
read,key0007,0.00,false,0
read,key0017,0.00,false,0
read,key0008,0.00,false,0
read,key0006,53.00,false,0
read,key0016,1.00,false,0
read,key0001,0.00,false,0
read,key0013,0.00,false,0
read,key0003,1.00,false,0
read,key0005,62.00,false,0
read,key0011,63.00,false,0
read,key0000,66.00,false,0
read,key0007,66.00,false,0
read,key0018,1.00,false,0
read,key0008,2.00,false,0
read,key0011,2.00,false,0
read,key0013,53.00,false,0
read,key0017,1.00,false,0
read,key0015,1.00,false,0
read,key0012,1.00,false,0
read,key0002,2.00,false,0
read,key0018,1.00,false,0
read,key0015,52.00,false,0
read,key0005,1.00,false,0
read,key0004,1.00,false,0
read,key0009,1.00,false,0
read,key0007,1.00,false,0
read,key0016,1.00,false,0
read,key0009,1.00,false,0
read,key0013,1.00,false,0
read,key0018,1.00,false,0
read,key0000,1.00,false,0
read,key0000,1.00,false,0
read,key0013,1.00,false,0
read,key0004,1.00,false,0
read,key0005,1.00,false,0
read,key0015,1.00,false,0
read,key0018,1.00,false,0
read,key0010,0.00,false,0
read,key0012,1.00,false,0
read,key0009,1.00,false,0
read,key0003,1.00,false,0
read,key0001,52.00,false,0
read,key0019,52.00,false,0
read,key0001,1.00,false,0
read,key0010,1.00,false,0
read,key0004,1.00,false,0
read,key0006,1.00,false,0
read,key0011,1.00,false,0
read,key0014,1.00,false,0
read,key0013,52.00,false,0
read,key0012,1.00,false,0
read,key0009,1.00,false,0
read,key0011,1.00,false,0
read,key0002,1.00,false,0
read,key0012,1.00,false,0
read,key0009,2.00,false,0
read,key0013,2.00,false,0
read,key0003,3.00,false,0
read,key0010,4.00,false,0
read,key0019,2.00,false,0
read,key0014,3.00,false,0
read,key0007,7.00,false,0
read,key0006,54.00,false,0
read,key0006,4.00,false,0
read,key0002,1.00,false,0
read,key0013,2.00,false,0
read,key0004,1.00,false,0
read,key0012,1.00,false,0
read,key0005,0.00,false,0
read,key0002,1.00,false,0
read,key0017,0.00,false,0
read,key0014,1.00,false,0
read,key0010,0.00,false,0
read,key0015,0.00,false,0
read,key0018,54.00,false,0
read,key0007,1.00,false,0
read,key0001,53.00,false,0
read,key0019,1.00,false,0
read,key0019,54.00,false,0
read,key0011,0.00,false,0
write,key0018,3.00,false,1
read,key0019,52.00,false,0
read,key0011,52.00,false,0
read,key0006,1.00,false,0
read,key0017,64.00,false,0
read,key0018,2.00,false,0
read,key0012,3.00,false,0
read,key0018,66.00,false,1
read,key0008,1.00,false,0
read,key0016,1.00,false,0
read,key0004,54.00,false,0
read,key0014,1.00,false,0
read,key0002,1.00,false,0
read,key0010,1.00,false,0
read,key0011,0.00,false,0
read,key0000,0.00,false,0
read,key0018,0.00,false,0
read,key0011,0.00,false,0
read,key0004,0.00,false,0
read,key0005,0.00,false,0
read,key0000,53.00,false,0
read,key0013,1.00,false,0
read,key0000,1.00,false,0
read,key0016,53.00,false,0
read,key0008,1.00,false,0
