op,key,latency_ms,stale,version
read,key0008,15.00,false,0
read,key0019,15.00,false,0
read,key0019,14.00,false,0
read,key0017,14.00,false,0
read,key0001,15.00,false,0
read,key0004,15.00,false,0
read,key0002,15.00,false,0
read,key0016,15.00,false,0
read,key0003,15.00,false,0
read,key0015,15.00,false,0
read,key0000,3.00,false,0
read,key0012,4.00,false,0
read,key0006,5.00,false,0
read,key0017,5.00,false,0
read,key0014,5.00,false,0
read,key0014,5.00,false,0
read,key0009,6.00,false,0
read,key0014,5.00,false,0
read,key0015,6.00,false,0
read,key0014,6.00,false,0
read,key0014,2.00,false,0
read,key0011,4.00,false,0
read,key0009,2.00,false,0
read,key0019,4.00,false,0
read,key0013,3.00,false,0
read,key0011,3.00,false,0
read,key0001,3.00,false,0
read,key0012,3.00,false,0
read,key0003,3.00,false,0
read,key0015,4.00,false,0
read,key0000,2.00,false,0
read,key0011,2.00,false,0
read,key0003,2.00,false,0
read,key0002,2.00,false,0
read,key0002,2.00,false,0
read,key0014,3.00,false,0
read,key0001,2.00,false,0
read,key0013,2.00,false,0
read,key0017,3.00,false,0
read,key0012,3.00,false,0
read,key0006,2.00,false,0
read,key0018,2.00,false,0
read,key0006,2.00,false,0
read,key0012,2.00,false,0
read,key0013,2.00,false,0
read,key0014,2.00,false,0
read,key0002,2.00,false,0
read,key0004,2.00,false,0
read,key0006,2.00,false,0
read,key0005,2.00,false,0
read,key0018,2.00,false,0
read,key0011,2.00,false,0
read,key0002,3.00,false,0
read,key0008,2.00,false,0
read,key0010,3.00,false,0
read,key0003,3.00,false,0
read,key0005,3.00,false,0
read,key0001,2.00,false,0
read,key0007,2.00,false,0
read,key0009,2.00,false,0
read,key0005,4.00,false,0
read,key0012,2.00,false,0
read,key0004,2.00,false,0
read,key0008,2.00,false,0
read,key0003,2.00,false,0
read,key0016,3.00,false,0
read,key0006,3.00,false,0
read,key0008,3.00,false,0
read,key0000,3.00,false,0
read,key0019,4.00,false,0
read,key0012,4.00,false,0
read,key0015,2.00,false,0
read,key0013,3.00,false,0
read,key0001,3.00,false,0
read,key0019,3.00,false,0
read,key0007,3.00,false,0
read,key0009,2.00,false,0
read,key0018,2.00,false,0
read,key0018,2.00,false,0
read,key0010,2.00,false,0
read,key0009,3.00,false,0
