op,key,latency_ms,stale,version
write,key0014,0.00,false,8
write,key0002,0.00,false,9
write,key0001,1.00,false,7
read,key0002,0.00,true,7
write,key0016,0.00,false,11
write,key0002,0.00,false,10
read,key0006,0.00,true,7
read,key0019,0.00,false,4
read,key0016,51.00,false,11
write,key0013,0.00,false,6
read,key0017,0.00,true,9
read,key0009,51.00,false,10
read,key0019,51.00,false,4
read,key0013,0.00,true,4
read,key0011,0.00,false,6
write,key0015,0.00,false,5
write,key0001,0.00,false,8
read,key0000,0.00,true,5
write,key0019,0.00,false,5
write,key0018,0.00,false,11
read,key0009,51.00,false,10
write,key0017,0.00,false,15
read,key0010,0.00,true,3
write,key0010,0.00,false,12
read,key0000,0.00,true,6
read,key0013,0.00,false,6
read,key0013,51.00,false,6
read,key0014,0.00,true,6
read,key0006,0.00,true,8
read,key0013,0.00,true,4
write,key0012,0.00,false,5
read,key0010,51.00,false,12
read,key0011,0.00,true,4
read,key0007,0.00,true,1
read,key0008,0.00,false,5
read,key0009,0.00,false,10
read,key0002,0.00,true,7
write,key0013,0.00,false,7
read,key0001,0.00,true,6
read,key0010,0.00,true,11
write,key0018,0.00,false,12
read,key0000,0.00,true,7
read,key0015,0.00,true,1
read,key0008,52.00,false,5
write,key0001,0.00,false,9
read,key0007,0.00,true,1
write,key0019,0.00,false,6
write,key0014,0.00,false,9
read,key0002,0.00,true,7
read,key0002,0.00,true,5
write,key0017,0.00,false,16
read,key0004,0.00,true,4
read,key0008,51.00,false,5
read,key0013,0.00,true,6
read,key0001,52.00,false,9
write,key0003,0.00,false,8
write,key0006,0.00,false,12
write,key0000,0.00,false,10
read,key0001,0.00,true,6
write,key0005,0.00,false,6
write,key0010,0.00,false,13
read,key0012,0.00,true,4
read,key0003,0.00,true,4
read,key0012,0.00,true,2
write,key0014,0.00,false,10
read,key0016,0.00,false,11
read,key0004,0.00,false,6
read,key0009,0.00,false,10
write,key0014,0.00,false,11
read,key0002,0.00,true,7
read,key0018,0.00,false,12
read,key0011,52.00,false,6
read,key0012,52.00,false,5
read,key0016,0.00,true,2
read,key0014,0.00,true,4
read,key0003,0.00,true,7
write,key0018,0.00,false,13
write,key0019,0.00,false,7
write,key0018,0.00,false,14
write,key0006,0.00,false,13
read,key0009,0.00,true,1
write,key0000,0.00,false,11
read,key0002,51.00,false,10
read,key0005,0.00,false,7
write,key0003,0.00,false,9
write,key0001,0.00,false,10
write,key0017,0.00,false,17
read,key0008,0.00,true,4
read,key0014,0.00,true,7
read,key0010,0.00,false,13
write,key0004,0.00,false,7
write,key0001,0.00,false,11
write,key0017,0.00,false,18
write,key0005,0.00,false,7
read,key0017,0.00,true,11
write,key0014,0.00,false,12
write,key0017,0.00,false,19
read,key0016,0.00,false,11
read,key0019,0.00,true,4
read,key0019,52.00,false,7
read,key0014,0.00,true,8
write,key0018,0.00,false,15
read,key0008,0.00,false,5
write,key0005,0.00,false,8
read,key0010,0.00,false,13
read,key0005,0.00,true,5
read,key0009,51.00,false,11
read,key0019,0.00,true,4
read,key0014,0.00,true,6
read,key0000,0.00,true,7
write,key0019,0.00,false,8
write,key0010,0.00,false,14
write,key0004,0.00,false,8
read,key0012,0.00,true,4
write,key0016,0.00,false,12
write,key0012,0.00,false,6
read,key0010,0.00,true,13
read,key0000,0.00,true,7
write,key0014,0.00,false,13
read,key0007,0.00,false,4
read,key0012,0.00,true,4
read,key0007,0.00,false,4
read,key0007,0.00,false,4
read,key0005,0.00,true,6
read,key0017,1.00,false,19
read,key0018,2.00,true,14
read,key0003,51.00,false,9
read,key0019,0.00,true,7
read,key0010,0.00,true,8
read,key0014,0.00,true,5
write,key0010,0.00,false,15
read,key0019,0.00,true,7
read,key0012,0.00,true,5
write,key0003,0.00,false,10
write,key0000,0.00,false,12
write,key0005,0.00,false,9
write,key0007,0.00,false,5
write,key0012,0.00,false,7
read,key0010,0.00,true,9
read,key0007,0.00,true,4
read,key0000,0.00,true,6
read,key0012,51.00,false,7
read,key0001,0.00,true,6
read,key0007,50.00,false,5
write,key0010,0.00,false,16
read,key0007,0.00,true,2
read,key0009,0.00,true,5
read,key0017,50.00,false,19
write,key0014,0.00,false,14
write,key0007,0.00,false,6
write,key0015,0.00,false,6
write,key0013,0.00,false,8
read,key0001,0.00,true,5
read,key0001,0.00,true,9
read,key0008,0.00,true,4
write,key0003,0.00,false,11
write,key0005,0.00,false,10
write,key0014,0.00,false,15
write,key0018,0.00,false,16
write,key0019,0.00,false,9
write,key0000,0.00,false,13
read,key0010,0.00,true,13
read,key0017,0.00,true,17
write,key0005,0.00,false,11
write,key0017,0.00,false,20
read,key0015,0.00,true,3
read,key0016,0.00,true,10
read,key0003,0.00,true,6
read,key0017,0.00,true,19
write,key0004,0.00,false,9
read,key0001,52.00,false,11
write,key0019,0.00,false,10
write,key0013,0.00,false,9
write,key0014,0.00,false,16
read,key0012,52.00,false,7
read,key0000,0.00,true,11
write,key0003,0.00,false,12
read,key0015,0.00,true,3
write,key0005,0.00,false,12
read,key0003,0.00,true,7
write,key0013,0.00,false,10
write,key0003,0.00,false,13
read,key0008,0.00,false,5
write,key0009,0.00,false,11
write,key0018,0.00,false,17
write,key0014,0.00,false,17
write,key0019,0.00,false,11
write,key0007,0.00,false,7
write,key0011,0.00,false,7
read,key0009,1.00,false,11
write,key0014,0.00,false,18
write,key0009,0.00,false,12
write,key0010,0.00,false,17
read,key0015,0.00,true,4
read,key0006,0.00,true,10
read,key0013,0.00,true,7
read,key0018,0.00,true,12
write,key0007,0.00,false,8
read,key0012,51.00,false,7
write,key0012,0.00,false,8
write,key0001,0.00,false,12
read,key0008,62.00,false,5
write,key0008,1.00,false,6
write,key0009,1.00,false,13
write,key0005,0.00,false,14
write,key0005,0.00,false,13
read,key0017,52.00,false,20
read,key0002,4.00,false,10
write,key0004,0.00,false,10
write,key0007,0.00,false,9
write,key0008,0.00,false,7
read,key0003,0.00,false,13
read,key0017,52.00,false,20
read,key0018,1.00,false,17
read,key0006,0.00,false,13
write,key0012,3.00,false,9
write,key0001,3.00,false,13
read,key0012,0.00,true,7
write,key0011,5.00,false,8
write,key0015,2.00,false,7
read,key0001,54.00,false,13
write,key0018,5.00,false,18
write,key0018,1.00,false,19
write,key0005,0.00,false,15
read,key0017,0.00,true,16
write,key0019,0.00,false,12
read,key0010,0.00,true,13
read,key0016,0.00,true,10
write,key0005,1.00,false,16
read,key0003,0.00,false,13
write,key0004,0.00,false,11
write,key0012,0.00,false,10
write,key0018,0.00,false,20
write,key0001,0.00,false,14
read,key0004,0.00,true,9
read,key0005,51.00,false,16
write,key0012,0.00,false,11
read,key0011,0.00,false,8
read,key0014,0.00,true,15
read,key0007,0.00,false,9
write,key0008,0.00,false,8
write,key0008,0.00,false,9
read,key0004,0.00,true,6
write,key0012,0.00,false,12
read,key0019,0.00,true,5
read,key0016,52.00,false,12
write,key0000,0.00,false,14
write,key0016,0.00,false,13
read,key0016,52.00,false,13
read,key0018,0.00,true,11
read,key0010,0.00,true,13
read,key0017,0.00,true,19
write,key0010,0.00,false,18
write,key0013,0.00,false,11
write,key0006,0.00,false,14
read,key0011,0.00,true,6
write,key0012,0.00,false,13
write,key0018,0.00,false,21
write,key0017,0.00,false,21
write,key0018,0.00,false,22
read,key0004,52.00,false,11
write,key0002,0.00,false,12
write,key0002,0.00,false,12
write,key0009,0.00,false,14
read,key0006,51.00,false,14
write,key0012,0.00,false,14
read,key0005,0.00,true,6
write,key0000,0.00,false,15
write,key0018,0.00,false,23
read,key0003,0.00,false,13
write,key0019,0.00,false,13
write,key0013,0.00,false,12
write,key0011,0.00,false,9
write,key0018,0.00,false,24
read,key0017,0.00,false,21
write,key0008,0.00,false,10
write,key0001,0.00,false,15
read,key0006,0.00,false,14
write,key0007,0.00,false,10
write,key0000,0.00,false,16
read,key0011,0.00,true,6
write,key0011,0.00,false,10
write,key0017,0.00,false,22
read,key0011,52.00,false,10
read,key0009,51.00,false,14
write,key0004,0.00,false,12
write,key0010,0.00,false,19
write,key0003,0.00,false,14
write,key0006,0.00,false,15
read,key0008,0.00,false,10
write,key0003,0.00,false,15
write,key0007,0.00,false,11
write,key0000,0.00,false,17
read,key0017,1.00,true,21
write,key0002,0.00,false,13
write,key0006,0.00,false,16
write,key0006,0.00,false,17
write,key0005,0.00,false,17
read,key0018,0.00,true,18
read,key0000,0.00,true,16
read,key0015,52.00,false,8
write,key0015,0.00,false,8
read,key0018,0.00,true,15
read,key0019,0.00,true,8
read,key0000,0.00,true,13
read,key0010,0.00,true,17
write,key0016,0.00,false,14
read,key0016,53.00,false,14
write,key0015,1.00,false,9
write,key0011,0.00,false,11
read,key0014,51.00,false,18
read,key0019,1.00,false,13
write,key0002,0.00,false,14
read,key0011,2.00,true,6
read,key0018,3.00,true,15
read,key0015,0.00,true,5
read,key0000,0.00,true,11
read,key0013,0.00,true,10
read,key0017,0.00,false,22
write,key0012,0.00,false,15
write,key0016,0.00,false,15
write,key0014,0.00,false,19
read,key0014,0.00,true,18
read,key0016,0.00,true,12
read,key0017,0.00,false,22
read,key0018,0.00,true,21
write,key0017,1.00,false,23
write,key0003,0.00,false,16
write,key0010,0.00,false,20
write,key0007,0.00,false,12
write,key0004,0.00,false,13
write,key0018,0.00,false,25
write,key0008,3.00,false,11
write,key0013,0.00,false,13
