op,key,latency_ms,stale,version,timestamp_ms
read,key0001,72.00,false,0,1775421956531
read,key0013,72.00,false,0,1775421956531
read,key0018,72.00,false,0,1775421956531
read,key0018,72.00,false,0,1775421956531
read,key0016,72.00,false,0,1775421956531
read,key0001,72.00,false,0,1775421956531
read,key0011,72.00,false,1,1775421956531
read,key0013,72.00,false,0,1775421956531
read,key0012,52.00,false,1,1775421956584
read,key0003,58.00,false,0,1775421956589
read,key0009,57.00,false,0,1775421956589
read,key0013,58.00,false,0,1775421956589
read,key0015,58.00,false,0,1775421956589
read,key0001,58.00,false,0,1775421956589
read,key0015,58.00,false,0,1775421956589
read,key0013,58.00,false,0,1775421956589
read,key0015,52.00,false,0,1775421956636
read,key0002,57.00,false,2,1775421956646
read,key0015,58.00,false,0,1775421956647
read,key0004,58.00,false,1,1775421956647
read,key0006,58.00,false,0,1775421956648
read,key0017,58.00,false,2,1775421956648
read,key0003,58.00,false,0,1775421956648
read,key0007,58.00,false,1,1775421956648
read,key0001,57.00,false,0,1775421956694
read,key0003,53.00,false,0,1775421956701
read,key0001,55.00,false,0,1775421956703
read,key0001,55.00,false,0,1775421956703
read,key0017,58.00,false,3,1775421956707
read,key0019,58.00,false,1,1775421956707
read,key0011,61.00,false,1,1775421956756
read,key0008,55.00,false,0,1775421956757
read,key0014,54.00,false,0,1775421956757
read,key0019,54.00,false,1,1775421956757
read,key0009,52.00,false,1,1775421956759
read,key0013,52.00,false,0,1775421956759
read,key0006,54.00,false,0,1775421956810
read,key0011,56.00,false,1,1775421956813
read,key0018,55.00,false,0,1775421956815
read,key0009,57.00,false,1,1775421956815
read,key0004,55.00,false,1,1775421956815
read,key0012,57.00,false,1,1775421956815
read,key0002,52.00,false,2,1775421956866
read,key0018,55.00,false,0,1775421956866
read,key0003,51.00,false,0,1775421956867
read,key0005,52.00,false,0,1775421956868
read,key0000,61.00,false,0,1775421956877
read,key0001,78.00,false,0,1775421956893
read,key0004,53.00,false,1,1775421956919
read,key0008,53.00,false,0,1775421956920
read,key0000,54.00,false,0,1775421956922
read,key0013,55.00,false,0,1775421956923
write,key0019,418.00,false,1,1775421956877
write,key0017,418.00,false,3,1775421956877
read,key0008,53.00,false,0,1775421956930
read,key0010,54.00,false,0,1775421956948
read,key0004,51.00,false,1,1775421956971
read,key0018,53.00,false,0,1775421956974
read,key0006,53.00,false,0,1775421956976
read,key0006,53.00,false,0,1775421956976
read,key0014,51.00,false,0,1775421956980
read,key0005,51.00,false,0,1775421956980
read,key0002,52.00,false,2,1775421956983
read,key0012,54.00,false,1,1775421957002
read,key0014,52.00,false,0,1775421957023
read,key0004,55.00,false,1,1775421957029
read,key0010,55.00,false,0,1775421957031
read,key0015,55.00,false,0,1775421957031
read,key0016,53.00,false,0,1775421957034
read,key0019,52.00,false,1,1775421957054
read,key0004,53.00,false,1,1775421957082
read,key0011,67.00,false,1,1775421957099
read,key0007,64.00,false,2,1775421957099
write,key0009,405.00,false,1,1775421957052
read,key0008,54.00,false,0,1775421957109
write,key0017,406.00,false,4,1775421957054
read,key0013,56.00,false,0,1775421957139
read,key0005,60.00,false,0,1775421957169
read,key0008,63.00,false,0,1775421957169
read,key0003,56.00,false,0,1775421957195
read,key0013,54.00,false,0,1775421957249
read,key0003,55.00,false,0,1775421957305
read,key0017,54.00,false,4,1775421957359
read,key0017,53.00,false,4,1775421957413
write,key0007,407.00,false,2,1775421957387
write,key0017,404.00,false,4,1775421957387
read,key0017,55.00,false,4,1775421957468
write,key0016,407.00,false,1,1775421957430
write,key0014,404.00,false,1,1775421957435
read,key0008,51.00,false,0,1775421957490
read,key0018,52.00,false,0,1775421957492
read,key0011,51.00,false,1,1775421957519
read,key0016,53.00,false,1,1775421957536
read,key0018,51.00,false,0,1775421957540
read,key0011,53.00,false,1,1775421957544
read,key0007,52.00,false,2,1775421957545
write,key0002,405.00,false,3,1775421957504
write,key0004,405.00,false,3,1775421957504
read,key0016,52.00,false,1,1775421957571
write,key0019,426.00,false,2,1775421957536
read,key0017,54.00,false,4,1775421957595
read,key0013,52.00,false,0,1775421957597
read,key0014,52.00,false,1,1775421957609
read,key0017,52.00,false,4,1775421957609
read,key0002,52.00,false,3,1775421957624
write,key0004,406.00,false,4,1775421957576
write,key0015,406.00,false,1,1775421957576
read,key0004,52.00,false,4,1775421957640
read,key0010,51.00,false,0,1775421957646
read,key0015,53.00,false,1,1775421957650
read,key0018,52.00,false,0,1775421957661
read,key0001,52.00,false,0,1775421957662
read,key0004,52.00,false,4,1775421957676
read,key0018,52.00,false,0,1775421957680
read,key0003,52.00,false,0,1775421957680
read,key0016,50.00,false,2,1775421957690
read,key0009,54.00,false,1,1775421957701
read,key0011,51.00,false,1,1775421957702
read,key0007,53.00,false,2,1775421957715
read,key0013,54.00,false,0,1775421957716
read,key0007,51.00,false,2,1775421957727
read,key0007,54.00,false,2,1775421957735
read,key0014,54.00,false,1,1775421957735
read,key0018,51.00,false,0,1775421957742
read,key0016,53.00,false,2,1775421957754
read,key0017,52.00,false,4,1775421957755
read,key0012,51.00,false,1,1775421957767
read,key0006,54.00,false,0,1775421957770
read,key0007,52.00,false,2,1775421957780
read,key0003,51.00,false,0,1775421957786
read,key0014,51.00,false,1,1775421957786
read,key0001,53.00,false,0,1775421957795
read,key0002,51.00,false,3,1775421957805
read,key0000,53.00,false,0,1775421957820
read,key0006,55.00,false,0,1775421957826
read,key0002,54.00,false,3,1775421957835
read,key0010,51.00,false,0,1775421957838
read,key0017,53.00,false,4,1775421957840
read,key0003,54.00,false,0,1775421957849
read,key0014,54.00,false,1,1775421957875
read,key0018,55.00,false,0,1775421957893
read,key0011,54.00,false,1,1775421957904
read,key0018,51.00,false,0,1775421957926
read,key0016,53.00,false,3,1775421957946
read,key0009,51.00,false,1,1775421957956
read,key0010,53.00,false,0,1775421957979
write,key0004,401.00,false,5,1775421957938
write,key0016,401.00,false,3,1775421957946
read,key0006,51.00,false,0,1775421957997
read,key0006,53.00,false,0,1775421958009
read,key0014,67.00,false,1,1775421958047
read,key0002,55.00,false,3,1775421958047
read,key0006,51.00,false,0,1775421958048
read,key0015,54.00,false,1,1775421958052
read,key0008,54.00,false,1,1775421958063
read,key0018,52.00,false,0,1775421958099
read,key0002,51.00,false,3,1775421958103
read,key0016,59.00,false,3,1775421958107
read,key0017,60.00,false,4,1775421958107
read,key0015,52.00,false,1,1775421958115
read,key0002,55.00,false,3,1775421958155
read,key0003,53.00,false,0,1775421958157
read,key0009,56.00,false,1,1775421958163
read,key0013,56.00,false,0,1775421958163
read,key0002,51.00,false,3,1775421958167
read,key0002,53.00,false,3,1775421958208
read,key0017,58.00,false,4,1775421958215
write,key0008,402.00,false,1,1775421958157
