op,key,latency_ms,stale,version,timestamp_ms
read,key0018,13.00,false,0,1775421833543
read,key0014,13.00,false,0,1775421833543
read,key0017,13.00,false,0,1775421833544
read,key0005,13.00,false,0,1775421833544
read,key0005,13.00,false,0,1775421833544
read,key0015,13.00,false,0,1775421833544
read,key0018,14.00,false,0,1775421833544
read,key0000,2.00,false,0,1775421833546
read,key0003,16.00,false,0,1775421833546
read,key0010,16.00,false,0,1775421833546
read,key0004,16.00,false,1,1775421833547
read,key0007,3.00,false,0,1775421833547
read,key0004,3.00,false,1,1775421833547
read,key0010,4.00,false,0,1775421833548
read,key0018,3.00,false,0,1775421833548
read,key0018,0.00,false,0,1775421833548
read,key0013,1.00,false,2,1775421833548
read,key0001,4.00,false,0,1775421833548
read,key0005,2.00,false,0,1775421833549
read,key0017,2.00,false,0,1775421833549
read,key0007,2.00,false,0,1775421833549
read,key0008,2.00,false,0,1775421833549
read,key0016,2.00,false,0,1775421833551
read,key0003,3.00,false,0,1775421833551
read,key0007,2.00,false,0,1775421833551
read,key0010,3.00,false,0,1775421833551
read,key0015,1.00,false,1,1775421833552
read,key0018,0.00,false,0,1775421833553
read,key0011,2.00,false,1,1775421833554
read,key0019,5.00,false,0,1775421833554
read,key0004,7.00,false,1,1775421833557
read,key0000,7.00,false,0,1775421833557
read,key0012,5.00,false,0,1775421833557
read,key0004,5.00,false,1,1775421833557
read,key0001,7.00,false,0,1775421833557
read,key0015,3.00,false,1,1775421833557
read,key0007,0.00,false,0,1775421833557
read,key0018,5.00,false,0,1775421833558
read,key0014,1.00,false,0,1775421833558
read,key0019,2.00,false,0,1775421833559
read,key0011,2.00,false,1,1775421833559
read,key0016,2.00,false,0,1775421833560
read,key0005,3.00,false,0,1775421833561
read,key0018,3.00,false,0,1775421833561
read,key0016,2.00,false,0,1775421833561
read,key0012,4.00,false,0,1775421833562
read,key0010,3.00,false,0,1775421833562
read,key0011,2.00,false,1,1775421833563
read,key0000,4.00,false,0,1775421833563
read,key0009,1.00,false,0,1775421833564
read,key0006,3.00,false,1,1775421833564
read,key0006,3.00,false,1,1775421833564
read,key0015,1.00,false,1,1775421833566
read,key0019,3.00,false,0,1775421833566
read,key0002,1.00,false,0,1775421833566
read,key0006,2.00,false,1,1775421833566
read,key0003,4.00,false,0,1775421833567
read,key0017,1.00,false,0,1775421833568
read,key0018,1.00,false,0,1775421833568
read,key0006,3.00,false,1,1775421833571
read,key0000,0.00,false,0,1775421833572
read,key0002,1.00,false,0,1775421833574
read,key0002,8.00,false,0,1775421833574
read,key0007,6.00,false,0,1775421833574
read,key0009,7.00,false,0,1775421833574
read,key0003,1.00,false,0,1775421833576
read,key0009,1.00,false,0,1775421833576
read,key0008,1.00,false,1,1775421833576
read,key0019,0.00,false,0,1775421833576
read,key0016,0.00,false,0,1775421833577
read,key0011,1.00,false,1,1775421833577
read,key0010,1.00,false,1,1775421833577
read,key0012,0.00,false,0,1775421833578
read,key0007,1.00,false,0,1775421833579
read,key0012,0.00,false,0,1775421833579
read,key0011,1.00,false,1,1775421833580
read,key0014,1.00,false,1,1775421833580
read,key0015,0.00,false,1,1775421833580
read,key0010,0.00,false,1,1775421833580
read,key0003,0.00,false,0,1775421833580
read,key0006,0.00,false,1,1775421833580
read,key0002,0.00,false,0,1775421833581
read,key0005,1.00,false,0,1775421833581
read,key0007,1.00,false,0,1775421833582
read,key0011,0.00,false,1,1775421833582
read,key0019,0.00,false,0,1775421833582
read,key0000,0.00,false,0,1775421833583
read,key0018,1.00,false,0,1775421833583
read,key0001,0.00,false,0,1775421833583
read,key0008,0.00,false,2,1775421833584
read,key0005,0.00,false,0,1775421833584
read,key0000,3.00,false,0,1775421833588
write,key0015,810.00,false,1,1775421834358
write,key0011,815.00,false,1,1775421834358
read,key0012,0.00,false,0,1775421834360
read,key0009,0.00,false,0,1775421834360
read,key0017,2.00,false,0,1775421834362
read,key0011,2.00,false,1,1775421834362
read,key0002,0.00,false,0,1775421834362
read,key0018,0.00,false,0,1775421834363
read,key0016,0.00,false,0,1775421834364
read,key0001,1.00,false,1,1775421834364
write,key0006,808.00,false,2,1775421834362
read,key0014,0.00,false,1,1775421834364
write,key0010,805.00,false,1,1775421834368
write,key0013,807.00,false,3,1775421834368
read,key0007,0.00,false,0,1775421834369
read,key0012,0.00,false,0,1775421834369
read,key0013,1.00,false,3,1775421834370
read,key0014,1.00,false,1,1775421834370
read,key0012,0.00,false,0,1775421834370
read,key0016,0.00,false,1,1775421834370
read,key0007,0.00,false,0,1775421834370
read,key0003,0.00,false,0,1775421834371
read,key0001,1.00,false,1,1775421834371
read,key0006,0.00,false,2,1775421834371
read,key0014,0.00,false,1,1775421834372
write,key0008,805.00,false,2,1775421834372
read,key0006,0.00,false,3,1775421834372
read,key0014,0.00,false,1,1775421834372
read,key0006,0.00,false,3,1775421834372
read,key0005,0.00,false,0,1775421834372
read,key0004,0.00,false,2,1775421834373
read,key0015,0.00,false,1,1775421834373
read,key0000,0.00,false,0,1775421834373
read,key0013,1.00,false,3,1775421834374
read,key0000,1.00,false,0,1775421834374
read,key0019,0.00,false,0,1775421834375
read,key0011,0.00,false,1,1775421834375
read,key0019,0.00,false,0,1775421834375
read,key0010,1.00,false,1,1775421834377
read,key0002,0.00,false,1,1775421834377
read,key0006,0.00,false,3,1775421834377
read,key0005,0.00,false,0,1775421834378
write,key0008,807.00,false,2,1775421834385
read,key0010,8.00,false,1,1775421834386
write,key0014,811.00,false,1,1775421834385
read,key0009,0.00,false,0,1775421834387
read,key0018,0.00,false,0,1775421834387
read,key0006,0.00,false,3,1775421834387
read,key0001,0.00,false,1,1775421834388
read,key0004,0.00,false,2,1775421834388
read,key0007,0.00,false,0,1775421834388
write,key0006,805.00,false,3,1775421834388
read,key0000,1.00,false,0,1775421834390
read,key0006,2.00,false,3,1775421834391
read,key0016,1.00,false,1,1775421834391
read,key0014,0.00,false,1,1775421834391
read,key0017,0.00,false,1,1775421834391
read,key0018,0.00,false,0,1775421834392
write,key0001,803.00,false,1,1775421834391
read,key0005,0.00,false,0,1775421834392
read,key0005,0.00,false,0,1775421834392
read,key0019,0.00,false,0,1775421834392
read,key0016,1.00,false,1,1775421834393
read,key0015,1.00,false,1,1775421834393
read,key0013,1.00,false,3,1775421834393
read,key0008,0.00,false,2,1775421834393
read,key0015,0.00,false,1,1775421834393
read,key0016,0.00,false,1,1775421834393
read,key0006,0.00,false,3,1775421834394
read,key0017,0.00,false,1,1775421834394
read,key0003,0.00,false,0,1775421834394
read,key0001,0.00,false,1,1775421834394
read,key0014,0.00,false,1,1775421834394
read,key0001,0.00,false,1,1775421834394
read,key0006,0.00,false,3,1775421834394
read,key0012,0.00,false,1,1775421834394
read,key0001,0.00,false,1,1775421834394
read,key0006,1.00,false,3,1775421834395
read,key0016,0.00,false,1,1775421834395
read,key0019,0.00,false,0,1775421834396
